LEAD 4: NODE SIGN-ENTROPY HETEROGENEITY vs. AUC -- raw per-cell data (canonical, shared edges)
Same numbers as the PNGs / report.md tables, in plain text.

=== bitcoin-alpha | variant=out_out | binning=fixed | n_buckets=2 | model=walk_full ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.1875-0.2500	0.4375-0.5000		4	below_min_n
0.2500-0.3125	0.4375-0.5000		5	below_min_n
0.3125-0.3750	0.4375-0.5000		8	below_min_n
0.3750-0.4375	0.4375-0.5000		3	below_min_n
0.4375-0.5000	0.4375-0.5000		3	below_min_n
0.5000-0.5625	0.4375-0.5000		3	below_min_n
0.5625-0.6250	0.4375-0.5000		0	empty
0.6250-0.6875	0.4375-0.5000		1	below_min_n
0.6875-0.7500	0.4375-0.5000		3	below_min_n
0.7500-0.8125	0.4375-0.5000		3	below_min_n
0.8125-0.8750	0.4375-0.5000		2	below_min_n
0.8750-0.9375	0.4375-0.5000		1	below_min_n
0.9375-1.0000	0.4375-0.5000		1	below_min_n
0.0000-0.0625	0.5000-0.5625		46	single_class
0.0625-0.1250	0.5000-0.5625		2	below_min_n
0.1250-0.1875	0.5000-0.5625		5	below_min_n
0.1875-0.2500	0.5000-0.5625		4	below_min_n
0.2500-0.3125	0.5000-0.5625		6	below_min_n
0.3125-0.3750	0.5000-0.5625		3	below_min_n
0.3750-0.4375	0.5000-0.5625		6	below_min_n
0.4375-0.5000	0.5000-0.5625		2	below_min_n
0.5000-0.5625	0.5000-0.5625		1	below_min_n
0.5625-0.6250	0.5000-0.5625		2	below_min_n
0.6250-0.6875	0.5000-0.5625		4	below_min_n
0.6875-0.7500	0.5000-0.5625		4	below_min_n
0.7500-0.8125	0.5000-0.5625		1	below_min_n
0.8125-0.8750	0.5000-0.5625		2	below_min_n
0.8750-0.9375	0.5000-0.5625		4	below_min_n
0.9375-1.0000	0.5000-0.5625		0	empty
0.0000-0.0625	0.5625-0.6250		12	below_min_n
0.0625-0.1250	0.5625-0.6250		1	below_min_n
0.1250-0.1875	0.5625-0.6250		4	below_min_n
0.1875-0.2500	0.5625-0.6250		2	below_min_n
0.2500-0.3125	0.5625-0.6250		1	below_min_n
0.3125-0.3750	0.5625-0.6250		0	empty
0.3750-0.4375	0.5625-0.6250		1	below_min_n
0.4375-0.5000	0.5625-0.6250		1	below_min_n
0.5000-0.5625	0.5625-0.6250		0	empty
0.5625-0.6250	0.5625-0.6250		2	below_min_n
0.6250-0.6875	0.5625-0.6250		1	below_min_n
0.6875-0.7500	0.5625-0.6250		2	below_min_n
0.7500-0.8125	0.5625-0.6250		0	empty
0.8125-0.8750	0.5625-0.6250		2	below_min_n
0.8750-0.9375	0.5625-0.6250		1	below_min_n
0.9375-1.0000	0.5625-0.6250		0	empty
0.0000-0.0625	0.6250-0.6875	1.0000	30	
0.0625-0.1250	0.6250-0.6875		0	empty
0.1250-0.1875	0.6250-0.6875		3	below_min_n
0.1875-0.2500	0.6250-0.6875		2	below_min_n
0.2500-0.3125	0.6250-0.6875		2	below_min_n
0.3125-0.3750	0.6250-0.6875		2	below_min_n
0.3750-0.4375	0.6250-0.6875		7	below_min_n
0.4375-0.5000	0.6250-0.6875		0	empty
0.5000-0.5625	0.6250-0.6875		2	below_min_n
0.5625-0.6250	0.6250-0.6875		2	below_min_n
0.6250-0.6875	0.6250-0.6875		0	empty
0.6875-0.7500	0.6250-0.6875		3	below_min_n
0.7500-0.8125	0.6250-0.6875		2	below_min_n
0.8125-0.8750	0.6250-0.6875		0	empty
0.8750-0.9375	0.6250-0.6875		1	below_min_n
0.9375-1.0000	0.6250-0.6875		1	below_min_n
0.0000-0.0625	0.6875-0.7500		26	single_class
0.0625-0.1250	0.6875-0.7500		2	below_min_n
0.1250-0.1875	0.6875-0.7500		4	below_min_n
0.1875-0.2500	0.6875-0.7500		4	below_min_n
0.2500-0.3125	0.6875-0.7500		1	below_min_n
0.3125-0.3750	0.6875-0.7500		1	below_min_n
0.3750-0.4375	0.6875-0.7500		3	below_min_n
0.4375-0.5000	0.6875-0.7500		4	below_min_n
0.5000-0.5625	0.6875-0.7500		1	below_min_n
0.5625-0.6250	0.6875-0.7500		1	below_min_n
0.6250-0.6875	0.6875-0.7500		1	below_min_n
0.6875-0.7500	0.6875-0.7500		4	below_min_n
0.7500-0.8125	0.6875-0.7500		1	below_min_n
0.8125-0.8750	0.6875-0.7500		1	below_min_n
0.8750-0.9375	0.6875-0.7500		2	below_min_n
0.9375-1.0000	0.6875-0.7500		2	below_min_n
0.0000-0.0625	0.7500-0.8125		18	below_min_n
0.0625-0.1250	0.7500-0.8125		0	empty
0.1250-0.1875	0.7500-0.8125		2	below_min_n
0.1875-0.2500	0.7500-0.8125		3	below_min_n
0.2500-0.3125	0.7500-0.8125		1	below_min_n
0.3125-0.3750	0.7500-0.8125		0	empty
0.3750-0.4375	0.7500-0.8125		1	below_min_n
0.4375-0.5000	0.7500-0.8125		4	below_min_n
0.5000-0.5625	0.7500-0.8125		2	below_min_n
0.5625-0.6250	0.7500-0.8125		1	below_min_n
0.6250-0.6875	0.7500-0.8125		8	below_min_n
0.6875-0.7500	0.7500-0.8125		3	below_min_n
0.7500-0.8125	0.7500-0.8125		3	below_min_n
0.8125-0.8750	0.7500-0.8125		2	below_min_n
0.8750-0.9375	0.7500-0.8125		1	below_min_n
0.9375-1.0000	0.7500-0.8125		0	empty
0.0000-0.0625	0.8125-0.8750		20	single_class
0.0625-0.1250	0.8125-0.8750		1	below_min_n
0.1250-0.1875	0.8125-0.8750		3	below_min_n
0.1875-0.2500	0.8125-0.8750		1	below_min_n
0.2500-0.3125	0.8125-0.8750		2	below_min_n
0.3125-0.3750	0.8125-0.8750		3	below_min_n
0.3750-0.4375	0.8125-0.8750		4	below_min_n
0.4375-0.5000	0.8125-0.8750		0	empty
0.5000-0.5625	0.8125-0.8750		2	below_min_n
0.5625-0.6250	0.8125-0.8750		2	below_min_n
0.6250-0.6875	0.8125-0.8750		1	below_min_n
0.6875-0.7500	0.8125-0.8750		2	below_min_n
0.7500-0.8125	0.8125-0.8750		0	empty
0.8125-0.8750	0.8125-0.8750		0	empty
0.8750-0.9375	0.8125-0.8750		1	below_min_n
0.9375-1.0000	0.8125-0.8750		3	below_min_n
0.0000-0.0625	0.8750-0.9375		6	below_min_n
0.0625-0.1250	0.8750-0.9375		1	below_min_n
0.1250-0.1875	0.8750-0.9375		2	below_min_n
0.1875-0.2500	0.8750-0.9375		2	below_min_n
0.2500-0.3125	0.8750-0.9375		1	below_min_n
0.3125-0.3750	0.8750-0.9375		1	below_min_n
0.3750-0.4375	0.8750-0.9375		1	below_min_n
0.4375-0.5000	0.8750-0.9375		2	below_min_n
0.5000-0.5625	0.8750-0.9375		1	below_min_n
0.5625-0.6250	0.8750-0.9375		1	below_min_n
0.6250-0.6875	0.8750-0.9375		0	empty
0.6875-0.7500	0.8750-0.9375		2	below_min_n
0.7500-0.8125	0.8750-0.9375		2	below_min_n
0.8125-0.8750	0.8750-0.9375		0	empty
0.8750-0.9375	0.8750-0.9375		2	below_min_n
0.9375-1.0000	0.8750-0.9375		0	empty
0.0000-0.0625	0.9375-1.0000		15	below_min_n
0.0625-0.1250	0.9375-1.0000		2	below_min_n
0.1250-0.1875	0.9375-1.0000		1	below_min_n
0.1875-0.2500	0.9375-1.0000		4	below_min_n
0.2500-0.3125	0.9375-1.0000		3	below_min_n
0.3125-0.3750	0.9375-1.0000		1	below_min_n
0.3750-0.4375	0.9375-1.0000		4	below_min_n
0.4375-0.5000	0.9375-1.0000		2	below_min_n
0.5000-0.5625	0.9375-1.0000		4	below_min_n
0.5625-0.6250	0.9375-1.0000		1	below_min_n
0.6250-0.6875	0.9375-1.0000		2	below_min_n
0.6875-0.7500	0.9375-1.0000		3	below_min_n
0.7500-0.8125	0.9375-1.0000		4	below_min_n
0.8125-0.8750	0.9375-1.0000		1	below_min_n
0.8750-0.9375	0.9375-1.0000		2	below_min_n
0.9375-1.0000	0.9375-1.0000		3	below_min_n

=== bitcoin-alpha | variant=out_out | binning=fixed | n_buckets=16 | model=walk_localattn4 ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.0000-0.0625	0.0000-0.0625	1.0000	533	
0.0625-0.1250	0.0000-0.0625		78	single_class
0.1250-0.1875	0.0000-0.0625	1.0000	75	
0.1875-0.2500	0.0000-0.0625		76	single_class
0.2500-0.3125	0.0000-0.0625	1.0000	43	
0.3125-0.3750	0.0000-0.0625	0.9643	67	
0.3750-0.4375	0.0000-0.0625	0.9636	56	
0.4375-0.5000	0.0000-0.0625	0.6581	42	
0.5000-0.5625	0.0000-0.0625	0.8500	34	
0.5625-0.6250	0.0000-0.0625		13	below_min_n
0.6250-0.6875	0.0000-0.0625	0.7647	20	
0.6875-0.7500	0.0000-0.0625	0.8137	37	
0.7500-0.8125	0.0000-0.0625		13	below_min_n
0.8125-0.8750	0.0000-0.0625	0.9327	30	
0.8750-0.9375	0.0000-0.0625		14	below_min_n
0.9375-1.0000	0.0000-0.0625	0.7576	20	
0.0000-0.0625	0.0625-0.1250		76	single_class
0.0625-0.1250	0.0625-0.1250		4	below_min_n
0.1250-0.1875	0.0625-0.1250		5	below_min_n
0.1875-0.2500	0.0625-0.1250		5	below_min_n
0.2500-0.3125	0.0625-0.1250		5	below_min_n
0.3125-0.3750	0.0625-0.1250		5	below_min_n
0.3750-0.4375	0.0625-0.1250		2	below_min_n
0.4375-0.5000	0.0625-0.1250		5	below_min_n
0.5000-0.5625	0.0625-0.1250		3	below_min_n
0.5625-0.6250	0.0625-0.1250		3	below_min_n
0.6250-0.6875	0.0625-0.1250		2	below_min_n
0.6875-0.7500	0.0625-0.1250		3	below_min_n
0.7500-0.8125	0.0625-0.1250		3	below_min_n
0.8125-0.8750	0.0625-0.1250		0	empty
0.8750-0.9375	0.0625-0.1250		1	below_min_n
0.9375-1.0000	0.0625-0.1250		0	empty
0.0000-0.0625	0.1250-0.1875		79	single_class
0.0625-0.1250	0.1250-0.1875		8	below_min_n
0.1250-0.1875	0.1250-0.1875		9	below_min_n
0.1875-0.2500	0.1250-0.1875		9	below_min_n
0.2500-0.3125	0.1250-0.1875		7	below_min_n
0.3125-0.3750	0.1250-0.1875		6	below_min_n
0.3750-0.4375	0.1250-0.1875		6	below_min_n
0.4375-0.5000	0.1250-0.1875		7	below_min_n
0.5000-0.5625	0.1250-0.1875		3	below_min_n
0.5625-0.6250	0.1250-0.1875		2	below_min_n
0.6250-0.6875	0.1250-0.1875		1	below_min_n
0.6875-0.7500	0.1250-0.1875		4	below_min_n
0.7500-0.8125	0.1250-0.1875		0	empty
0.8125-0.8750	0.1250-0.1875		1	below_min_n
0.8750-0.9375	0.1250-0.1875		1	below_min_n
0.9375-1.0000	0.1250-0.1875		1	below_min_n
0.0000-0.0625	0.1875-0.2500		65	single_class
0.0625-0.1250	0.1875-0.2500		5	below_min_n
0.1250-0.1875	0.1875-0.2500		6	below_min_n
0.1875-0.2500	0.1875-0.2500		8	below_min_n
0.2500-0.3125	0.1875-0.2500		3	below_min_n
0.3125-0.3750	0.1875-0.2500		7	below_min_n
0.3750-0.4375	0.1875-0.2500		5	below_min_n
0.4375-0.5000	0.1875-0.2500		2	below_min_n
0.5000-0.5625	0.1875-0.2500		4	below_min_n
0.5625-0.6250	0.1875-0.2500		5	below_min_n
0.6250-0.6875	0.1875-0.2500		3	below_min_n
0.6875-0.7500	0.1875-0.2500		1	below_min_n
0.7500-0.8125	0.1875-0.2500		3	below_min_n
0.8125-0.8750	0.1875-0.2500		0	empty
0.8750-0.9375	0.1875-0.2500		2	below_min_n
0.9375-1.0000	0.1875-0.2500		2	below_min_n
0.0000-0.0625	0.2500-0.3125		40	single_class
0.0625-0.1250	0.2500-0.3125		2	below_min_n
0.1250-0.1875	0.2500-0.3125		1	below_min_n
0.1875-0.2500	0.2500-0.3125		3	below_min_n
0.2500-0.3125	0.2500-0.3125		5	below_min_n
0.3125-0.3750	0.2500-0.3125		5	below_min_n
0.3750-0.4375	0.2500-0.3125		4	below_min_n
0.4375-0.5000	0.2500-0.3125		4	below_min_n
0.5000-0.5625	0.2500-0.3125		8	below_min_n
0.5625-0.6250	0.2500-0.3125		2	below_min_n
0.6250-0.6875	0.2500-0.3125		2	below_min_n
0.6875-0.7500	0.2500-0.3125		3	below_min_n
0.7500-0.8125	0.2500-0.3125		0	empty
0.8125-0.8750	0.2500-0.3125		2	below_min_n
0.8750-0.9375	0.2500-0.3125		1	below_min_n
0.9375-1.0000	0.2500-0.3125		1	below_min_n
0.0000-0.0625	0.3125-0.3750		50	single_class
0.0625-0.1250	0.3125-0.3750		1	below_min_n
0.1250-0.1875	0.3125-0.3750		10	below_min_n
0.1875-0.2500	0.3125-0.3750		6	below_min_n
0.2500-0.3125	0.3125-0.3750		9	below_min_n
0.3125-0.3750	0.3125-0.3750		5	below_min_n
0.3750-0.4375	0.3125-0.3750		5	below_min_n
0.4375-0.5000	0.3125-0.3750		5	below_min_n
0.5000-0.5625	0.3125-0.3750		9	below_min_n
0.5625-0.6250	0.3125-0.3750		6	below_min_n
0.6250-0.6875	0.3125-0.3750		2	below_min_n
0.6875-0.7500	0.3125-0.3750		6	below_min_n
0.7500-0.8125	0.3125-0.3750		2	below_min_n
0.8125-0.8750	0.3125-0.3750		3	below_min_n
0.8750-0.9375	0.3125-0.3750		2	below_min_n
0.9375-1.0000	0.3125-0.3750		4	below_min_n
0.0000-0.0625	0.3750-0.4375		56	single_class
0.0625-0.1250	0.3750-0.4375		2	below_min_n
0.1250-0.1875	0.3750-0.4375		5	below_min_n
0.1875-0.2500	0.3750-0.4375		7	below_min_n
0.2500-0.3125	0.3750-0.4375		7	below_min_n
0.3125-0.3750	0.3750-0.4375		6	below_min_n
0.3750-0.4375	0.3750-0.4375		4	below_min_n
0.4375-0.5000	0.3750-0.4375		3	below_min_n
0.5000-0.5625	0.3750-0.4375		5	below_min_n
0.5625-0.6250	0.3750-0.4375		2	below_min_n
0.6250-0.6875	0.3750-0.4375		2	below_min_n
0.6875-0.7500	0.3750-0.4375		4	below_min_n
0.7500-0.8125	0.3750-0.4375		2	below_min_n
0.8125-0.8750	0.3750-0.4375		1	below_min_n
0.8750-0.9375	0.3750-0.4375		5	below_min_n
0.9375-1.0000	0.3750-0.4375		3	below_min_n
0.0000-0.0625	0.4375-0.5000		27	single_class
0.0625-0.1250	0.4375-0.5000		2	below_min_n
0.1250-0.1875	0.4375-0.5000		10	below_min_n
0.1875-0.2500	0.4375-0.5000		4	below_min_n
0.2500-0.3125	0.4375-0.5000		5	below_min_n
0.3125-0.3750	0.4375-0.5000		8	below_min_n
0.3750-0.4375	0.4375-0.5000		3	below_min_n
0.4375-0.5000	0.4375-0.5000		3	below_min_n
0.5000-0.5625	0.4375-0.5000		3	below_min_n
0.5625-0.6250	0.4375-0.5000		0	empty
0.6250-0.6875	0.4375-0.5000		1	below_min_n
0.6875-0.7500	0.4375-0.5000		3	below_min_n
0.7500-0.8125	0.4375-0.5000		3	below_min_n
0.8125-0.8750	0.4375-0.5000		2	below_min_n
0.8750-0.9375	0.4375-0.5000		1	below_min_n
0.9375-1.0000	0.4375-0.5000		1	below_min_n
0.0000-0.0625	0.5000-0.5625		46	single_class
0.0625-0.1250	0.5000-0.5625		2	below_min_n
0.1250-0.1875	0.5000-0.5625		5	below_min_n
0.1875-0.2500	0.5000-0.5625		4	below_min_n
0.2500-0.3125	0.5000-0.5625		6	below_min_n
0.3125-0.3750	0.5000-0.5625		3	below_min_n
0.3750-0.4375	0.5000-0.5625		6	below_min_n
0.4375-0.5000	0.5000-0.5625		2	below_min_n
0.5000-0.5625	0.5000-0.5625		1	below_min_n
0.5625-0.6250	0.5000-0.5625		2	below_min_n
0.6250-0.6875	0.5000-0.5625		4	below_min_n
0.6875-0.7500	0.5000-0.5625		4	below_min_n
0.7500-0.8125	0.5000-0.5625		1	below_min_n
0.8125-0.8750	0.5000-0.5625		2	below_min_n
0.8750-0.9375	0.5000-0.5625		4	below_min_n
0.9375-1.0000	0.5000-0.5625		0	empty
0.0000-0.0625	0.5625-0.6250		12	below_min_n
0.0625-0.1250	0.5625-0.6250		1	below_min_n
0.1250-0.1875	0.5625-0.6250		4	below_min_n
0.1875-0.2500	0.5625-0.6250		2	below_min_n
0.2500-0.3125	0.5625-0.6250		1	below_min_n
0.3125-0.3750	0.5625-0.6250		0	empty
0.3750-0.4375	0.5625-0.6250		1	below_min_n
0.4375-0.5000	0.5625-0.6250		1	below_min_n
0.5000-0.5625	0.5625-0.6250		0	empty
0.5625-0.6250	0.5625-0.6250		2	below_min_n
0.6250-0.6875	0.5625-0.6250		1	below_min_n
0.6875-0.7500	0.5625-0.6250		2	below_min_n
0.7500-0.8125	0.5625-0.6250		0	empty
0.8125-0.8750	0.5625-0.6250		2	below_min_n
0.8750-0.9375	0.5625-0.6250		1	below_min_n
0.9375-1.0000	0.5625-0.6250		0	empty
0.0000-0.0625	0.6250-0.6875	1.0000	30	
0.0625-0.1250	0.6250-0.6875		0	empty
0.1250-0.1875	0.6250-0.6875		3	below_min_n
0.1875-0.2500	0.6250-0.6875		2	below_min_n
0.2500-0.3125	0.6250-0.6875		2	below_min_n
0.3125-0.3750	0.6250-0.6875		2	below_min_n
0.3750-0.4375	0.6250-0.6875		7	below_min_n
0.4375-0.5000	0.6250-0.6875		0	empty
0.5000-0.5625	0.6250-0.6875		2	below_min_n
0.5625-0.6250	0.6250-0.6875		2	below_min_n
0.6250-0.6875	0.6250-0.6875		0	empty
0.6875-0.7500	0.6250-0.6875		3	below_min_n
0.7500-0.8125	0.6250-0.6875		2	below_min_n
0.8125-0.8750	0.6250-0.6875		0	empty
0.8750-0.9375	0.6250-0.6875		1	below_min_n
0.9375-1.0000	0.6250-0.6875		1	below_min_n
0.0000-0.0625	0.6875-0.7500		26	single_class
0.0625-0.1250	0.6875-0.7500		2	below_min_n
0.1250-0.1875	0.6875-0.7500		4	below_min_n
0.1875-0.2500	0.6875-0.7500		4	below_min_n
0.2500-0.3125	0.6875-0.7500		1	below_min_n
0.3125-0.3750	0.6875-0.7500		1	below_min_n
0.3750-0.4375	0.6875-0.7500		3	below_min_n
0.4375-0.5000	0.6875-0.7500		4	below_min_n
0.5000-0.5625	0.6875-0.7500		1	below_min_n
0.5625-0.6250	0.6875-0.7500		1	below_min_n
0.6250-0.6875	0.6875-0.7500		1	below_min_n
0.6875-0.7500	0.6875-0.7500		4	below_min_n
0.7500-0.8125	0.6875-0.7500		1	below_min_n
0.8125-0.8750	0.6875-0.7500		1	below_min_n
0.8750-0.9375	0.6875-0.7500		2	below_min_n
0.9375-1.0000	0.6875-0.7500		2	below_min_n
0.0000-0.0625	0.7500-0.8125		18	below_min_n
0.0625-0.1250	0.7500-0.8125		0	empty
0.1250-0.1875	0.7500-0.8125		2	below_min_n
0.1875-0.2500	0.7500-0.8125		3	below_min_n
0.2500-0.3125	0.7500-0.8125		1	below_min_n
0.3125-0.3750	0.7500-0.8125		0	empty
0.3750-0.4375	0.7500-0.8125		1	below_min_n
0.4375-0.5000	0.7500-0.8125		4	below_min_n
0.5000-0.5625	0.7500-0.8125		2	below_min_n
0.5625-0.6250	0.7500-0.8125		1	below_min_n
0.6250-0.6875	0.7500-0.8125		8	below_min_n
0.6875-0.7500	0.7500-0.8125		3	below_min_n
0.7500-0.8125	0.7500-0.8125		3	below_min_n
0.8125-0.8750	0.7500-0.8125		2	below_min_n
0.8750-0.9375	0.7500-0.8125		1	below_min_n
0.9375-1.0000	0.7500-0.8125		0	empty
0.0000-0.0625	0.8125-0.8750		20	single_class
0.0625-0.1250	0.8125-0.8750		1	below_min_n
0.1250-0.1875	0.8125-0.8750		3	below_min_n
0.1875-0.2500	0.8125-0.8750		1	below_min_n
0.2500-0.3125	0.8125-0.8750		2	below_min_n
0.3125-0.3750	0.8125-0.8750		3	below_min_n
0.3750-0.4375	0.8125-0.8750		4	below_min_n
0.4375-0.5000	0.8125-0.8750		0	empty
0.5000-0.5625	0.8125-0.8750		2	below_min_n
0.5625-0.6250	0.8125-0.8750		2	below_min_n
0.6250-0.6875	0.8125-0.8750		1	below_min_n
0.6875-0.7500	0.8125-0.8750		2	below_min_n
0.7500-0.8125	0.8125-0.8750		0	empty
0.8125-0.8750	0.8125-0.8750		0	empty
0.8750-0.9375	0.8125-0.8750		1	below_min_n
0.9375-1.0000	0.8125-0.8750		3	below_min_n
0.0000-0.0625	0.8750-0.9375		6	below_min_n
0.0625-0.1250	0.8750-0.9375		1	below_min_n
0.1250-0.1875	0.8750-0.9375		2	below_min_n
0.1875-0.2500	0.8750-0.9375		2	below_min_n
0.2500-0.3125	0.8750-0.9375		1	below_min_n
0.3125-0.3750	0.8750-0.9375		1	below_min_n
0.3750-0.4375	0.8750-0.9375		1	below_min_n
0.4375-0.5000	0.8750-0.9375		2	below_min_n
0.5000-0.5625	0.8750-0.9375		1	below_min_n
0.5625-0.6250	0.8750-0.9375		1	below_min_n
0.6250-0.6875	0.8750-0.9375		0	empty
0.6875-0.7500	0.8750-0.9375		2	below_min_n
0.7500-0.8125	0.8750-0.9375		2	below_min_n
0.8125-0.8750	0.8750-0.9375		0	empty
0.8750-0.9375	0.8750-0.9375		2	below_min_n
0.9375-1.0000	0.8750-0.9375		0	empty
0.0000-0.0625	0.9375-1.0000		15	below_min_n
0.0625-0.1250	0.9375-1.0000		2	below_min_n
0.1250-0.1875	0.9375-1.0000		1	below_min_n
0.1875-0.2500	0.9375-1.0000		4	below_min_n
0.2500-0.3125	0.9375-1.0000		3	below_min_n
0.3125-0.3750	0.9375-1.0000		1	below_min_n
0.3750-0.4375	0.9375-1.0000		4	below_min_n
0.4375-0.5000	0.9375-1.0000		2	below_min_n
0.5000-0.5625	0.9375-1.0000		4	below_min_n
0.5625-0.6250	0.9375-1.0000		1	below_min_n
0.6250-0.6875	0.9375-1.0000		2	below_min_n
0.6875-0.7500	0.9375-1.0000		3	below_min_n
0.7500-0.8125	0.9375-1.0000		4	below_min_n
0.8125-0.8750	0.9375-1.0000		1	below_min_n
0.8750-0.9375	0.9375-1.0000		2	below_min_n
0.9375-1.0000	0.9375-1.0000		3	below_min_n

=== bitcoin-alpha | variant=out_out | binning=fixed | n_buckets=16 | model=GINEConv ===
src_entropy_range	tgt_entropy_range	auc	n	note
0.0000-0.0625	0.0000-0.0625	0.9962	533	
0.0625-0.1250	0.0000-0.0625		78	single_class
0.1250-0.1875	0.0000-0.0625	0.9537	75	
0.1875-0.2500	0.0000-0.0625		76	single_class
0.2500-0.3125	0.0000-0.0625	0.9756	43	
0.3125-0.3750	0.0000-0.0625	0.9325	67	
0.3750-0.4375	0.0000-0.0625	0.3636	56	
0.4375-0.5000	0.0000-0.0625	0.9060	42	
0.5000-0.5625	0.0000-0.0625	0.9917	34	
0.5625-0.6250	0.0000-0.0625		13	below_min_n
0.6250-0.6875	0.0000-0.0625	0.9804	20	
0.6875-0.7500	0.0000-0.0625	0.5196	37	
0.7500-0.8125	0.0000-0.0625		13	below_min_n
0.8125-0.8750	0.0000-0.0625	1.0000	30	
0.8750-0.9375	0.0000-0.0625		14	below_min_n
0.9375-1.0000	0.0000-0.0625	0.5859	20	
0.0000-0.0625	0.0625-0.1250		76	single_class
0.0625-0.1250	0.0625-0.1250		4	below_min_n
0.1250-0.1875	0.0625-0.1250		5	below_min_n
0.1875-0.2500	0.0625-0.1250		5	below_min_n
0.2500-0.3125	0.0625-0.1250		5	below_min_n
0.3125-0.3750	0.0625-0.1250		5	below_min_n
0.3750-0.4375	0.0625-0.1250		2	below_min_n
0.4375-0.5000	0.0625-0.1250		5	below_min_n
0.5000-0.5625	0.0625-0.1250		3	below_min_n
0.5625-0.6250	0.0625-0.1250		3	below_min_n
0.6250-0.6875	0.0625-0.1250		2	below_min_n
0.6875-0.7500	0.0625-0.1250		3	below_min_n
0.7500-0.8125	0.0625-0.1250		3	below_min_n
0.8125-0.8750	0.0625-0.1250		0	empty
0.8750-0.9375	0.0625-0.1250		1	below_min_n
0.9375-1.0000	0.0625-0.1250		0	empty
0.0000-0.0625	0.1250-0.1875		79	single_class
0.0625-0.1250	0.1250-0.1875		8	below_min_n
0.1250-0.1875	0.1250-0.1875		9	below_min_n
0.1875-0.2500	0.1250-0.1875		9	below_min_n
0.2500-0.3125	0.1250-0.1875		7	below_min_n
0.3125-0.3750	0.1250-0.1875		6	below_min_n
0.3750-0.4375	0.1250-0.1875		6	below_min_n
0.4375-0.5000	0.1250-0.1875		7	below_min_n
0.5000-0.5625	0.1250-0.1875		3	below_min_n
0.5625-0.6250	0.1250-0.1875		2	below_min_n
0.6250-0.6875	0.1250-0.1875		1	below_min_n
0.6875-0.7500	0.1250-0.1875		4	below_min_n
0.7500-0.8125	0.1250-0.1875		0	empty
0.8125-0.8750	0.1250-0.1875		1	below_min_n
0.8750-0.9375	0.1250-0.1875		1	below_min_n
0.9375-1.0000	0.1250-0.1875		1	below_min_n
0.0000-0.0625	0.1875-0.2500		65	single_class
0.0625-0.1250	0.1875-0.2500		5	below_min_n
0.1250-0.1875	0.1875-0.2500		6	below_min_n
0.1875-0.2500	0.1875-0.2500		8	below_min_n
0.2500-0.3125	0.1875-0.2500		3	below_min_n
0.3125-0.3750	0.1875-0.2500		7	below_min_n
0.3750-0.4375	0.1875-0.2500		5	below_min_n
0.4375-0.5000	0.1875-0.2500		2	below_min_n
0.5000-0.5625	0.1875-0.2500		4	below_min_n
0.5625-0.6250	0.1875-0.2500		5	below_min_n
0.6250-0.6875	0.1875-0.2500		3	below_min_n
0.6875-0.7500	0.1875-0.2500		1	below_min_n
0.7500-0.8125	0.1875-0.2500		3	below_min_n
0.8125-0.8750	0.1875-0.2500		0	empty
0.8750-0.9375	0.1875-0.2500		2	below_min_n
0.9375-1.0000	0.1875-0.2500		2	below_min_n
0.0000-0.0625	0.2500-0.3125		40	single_class
0.0625-0.1250	0.2500-0.3125		2	below_min_n
0.1250-0.1875	0.2500-0.3125		1	below_min_n
0.1875-0.2500	0.2500-0.3125		3	below_min_n
0.2500-0.3125	0.2500-0.3125		5	below_min_n
0.3125-0.3750	0.2500-0.3125		5	below_min_n
0.3750-0.4375	0.2500-0.3125		4	below_min_n
0.4375-0.5000	0.2500-0.3125		4	below_min_n
0.5000-0.5625	0.2500-0.3125		8	below_min_n
0.5625-0.6250	0.2500-0.3125		2	below_min_n
0.6250-0.6875	0.2500-0.3125		2	below_min_n
0.6875-0.7500	0.2500-0.3125		3	below_min_n
0.7500-0.8125	0.2500-0.3125		0	empty
0.8125-0.8750	0.2500-0.3125		2	below_min_n
0.8750-0.9375	0.2500-0.3125		1	below_min_n
0.9375-1.0000	0.2500-0.3125		1	below_min_n
0.0000-0.0625	0.3125-0.3750		50	single_class
0.0625-0.1250	0.3125-0.3750		1	below_min_n
0.1250-0.1875	0.3125-0.3750		10	below_min_n
0.1875-0.2500	0.3125-0.3750		6	below_min_n
0.2500-0.3125	0.3125-0.3750		9	below_min_n
0.3125-0.3750	0.3125-0.3750		5	below_min_n
0.3750-0.4375	0.3125-0.3750		5	below_min_n
0.4375-0.5000	0.3125-0.3750		5	below_min_n
0.5000-0.5625	0.3125-0.3750		9	below_min_n
0.5625-0.6250	0.3125-0.3750		6	below_min_n
0.6250-0.6875	0.3125-0.3750		2	below_min_n
0.6875-0.7500	0.3125-0.3750		6	below_min_n
0.7500-0.8125	0.3125-0.3750		2	below_min_n
0.8125-0.8750	0.3125-0.3750		3	below_min_n
0.8750-0.9375	0.3125-0.3750		2	below_min_n
0.9375-1.0000	0.3125-0.3750		4	below_min_n
0.0000-0.0625	0.3750-0.4375		56	single_class
0.0625-0.1250	0.3750-0.4375		2	below_min_n
0.1250-0.1875	0.3750-0.4375		5	below_min_n
